fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,created_at,updated_at,created_by,updated_by,bag_number,sample_type,leaf_chemistry_sample,bottle_id,sample_remarks,empty_bag_weight_g,sample_weight_g,total_initial_weight_g,ndf_weight_g,ndf_correction_factor,adf_weight_g,adf_correction_factor,adl_weight_g,adl_correction_factor,empty_crucible_weight_g,crucible_adl_weight_g,crucible_ash_weight_g,ash_weight_g,ashing_correction_factor,soluble_perc,hemicellulose_perc,cellulose_perc,lignin_perc,recalcitrants_perc,sum_fractions_perc,ndf_perc,adf_perc,adl_perc,test_ndf_correction_factors_local,quality_flag_bag,quality_comments_bag
994adbca-1267-4030-ae34-4191d92edef5,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:30:31 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,3,sample,73a43bbd-22f4-4672-97a5-d34ac536b398,11761603,,0.5342,0.5011,1.0352999999999999,0.8117,,0.6624,,0.5475,,31.2172,31.764699999999998,31.2192,0.0020000000000024443,,45.59007440350424,29.32021101306484,22.593634134653342,2.492159510430448,0.003920938347133186,100.00000000000001,54.40992559649576,25.089714583430922,2.4960804487775814,1.00908248378128,good,
7ada5e7e-3b80-413c-ae31-118b91bf8630,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:30:34 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,4,sample,a7823174-8707-41f8-ad97-4c3245b9eeea,11667486,,0.5421,0.5012,1.0433,0.719,,0.6768,,0.6321,,28.8279,29.46,28.8322,0.004300000000000637,,65.68707391417237,7.938634025326969,8.577774786295812,17.33954172636341,0.4569755478414431,99.99999999999999,34.312926085827634,26.374292060500665,17.796517274204852,1.00908248378128,good,
582dc057-c4b9-41d1-ac3a-746f26d1af60,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,3,2018-12-21 12:10:50 EST,2019-04-10 14:47:37 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,5,sample,0d17af74-c3af-4e69-97ff-38ee75d803e9,11828466,,0.5355,0.5014,1.0369,0.827,,0.6743,,0.5522,,28.4373,28.9895,28.439,0.0016999999999995907,,42.832802166907655,29.97961592619441,24.01527807403404,3.1723038328638973,0,100.00000000000001,57.167197833092345,27.187581906897936,3.1723038328638973,1.009082483781279,good,
cce3008c-74c7-4466-a887-9e0e59f4adc5,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:30:43 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,6,sample,cb864f56-99aa-48a0-a284-306a86efec33,11834388,,0.5444,0.5012,1.0455999999999999,0.7447,,0.7075,,0.636,,25.2423,25.8783,25.247,0.004699999999999704,,61.0224469613984,6.938986839370294,13.923495566155385,17.57998782532758,0.53508280774834,100,38.9775530386016,32.038566199231305,18.11507063307592,1.00908248378128,good,
dd8b22c5-3e80-42e6-ad87-fb5680d4aab6,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,3,2018-12-21 12:10:50 EST,2019-04-10 14:47:59 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,7,sample,60b1e289-c594-43a2-ad7b-cc6d1323a9bd,12082242,,0.5419,0.5007,1.0426000000000002,0.8359,,0.6812,,0.5566,,26.8166,27.3732,26.8184,0.0017999999999993577,,42.26518832855507,30.41528329291726,24.544125712417813,2.77540266610986,0,99.99999999999999,57.73481167144493,27.31952837852767,2.77540266610986,1.009082483781279,good,
5d0cb12d-bf0b-4c25-a959-2c8d2854aba0,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:30:53 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,8,sample,259e78a1-bf56-46c6-9c3a-5c9bb6e62594,11932087,,0.5298,0.5,1.0298,0.636,,0.6055,,0.5674,,28.6731,29.2405,28.6754,0.0022999999999981924,,79.72237998146443,5.628630213160111,7.286113067655054,7.295684893420966,0.06719184429943639,99.99999999999999,20.27762001853557,14.648989805375457,7.362876737720403,1.00908248378128,good,
738b09bc-398e-4685-9d0b-4babf6f020f2,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,3,2018-12-21 12:10:50 EST,2019-04-10 11:31:02 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,9,sample,82f1f312-8454-44ac-8059-46dba55ca121,11831160,,0.5343,0.5007,1.0350000000000001,0.8264,,0.6731,,0.5496,,22.9307,23.480300000000003,22.9327,0.0019999999999988916,,42.63087099747112,30.14242710807259,24.32921620574549,2.89363565706906,0.0038500316417426845,100.00000000000001,57.36912900252888,27.22670189445629,2.8974856887108023,1.00908248378128,good,
f07a3516-d73b-43a2-af31-000816ec3657,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:07 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,10,sample,98041be7-7005-459c-afc3-c5598b8f7a8d,11824578,,0.4877,0.5,0.9877,0.6673,,0.6282,,0.5619,,30.5496,31.111500000000003,30.554,0.004399999999996851,,64.96590546802605,7.386087117701393,12.95264504170511,14.176956441150537,0.5184059314169078,100,35.03409453197395,27.648007414272556,14.695362372567445,1.00908248378128,good,
38f74e54-b2cc-49b2-afb8-f2b378aaf56d,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,3,2018-12-21 12:10:50 EST,2019-04-10 14:48:07 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,11,sample,429f5521-784b-4c7a-9bf5-266a182fa077,12092581,,0.5285,0.5018,1.0303,0.817,,0.6632,,0.542,,28.0325,28.5745,28.0343,0.0018000000000029104,,43.46354975655759,30.181134754549966,23.82117611076491,2.5341393781275325,0,100,56.53645024344241,26.355315488892444,2.5341393781275325,1.009082483781279,good,
4a624ed8-7a95-4fca-bd6d-326ec55ff41a,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:24 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,12,sample,0434ad3c-2cb3-45f4-9aa9-dfe054d19f91,12086180,,0.5354,0.5005,1.0358999999999998,0.6504,,0.6109,,0.5738,,29.3741,29.947899999999997,29.3764,0.002300000000001745,,77.99455780549395,7.416231590466799,7.07550836559158,7.450725363608088,0.06297687483957486,99.99999999999999,22.005442194506042,14.589210604039243,7.513702238447663,1.00908248378128,good,
7628b33a-bd61-4882-a9f4-358290b4c0f9,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:29 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,13,sample,cd1241e2-a646-4158-a873-e46dc819efe7,11935788,,0.5188,0.4992,1.018,0.7048,,0.6579,,0.5987,,29.2483,29.847,29.2529,0.0045999999999999375,,63.68429338656412,8.93270938784704,11.531495805707841,15.315295947102792,0.5362054727782054,100,36.31570661343588,27.382997225588838,15.851501419880996,1.00908248378128,good,
c3a40acf-9660-4f2b-98d7-7007843cdeeb,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:33 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,14,sample,3b35c029-0d68-4525-871c-4287f17d5586,11759793,,0.5144,0.5006,1.0150000000000001,0.6876,,0.6509,,0.5956,,23.6094,24.205000000000002,23.6141,0.004699999999999704,,66.3348041664184,6.874082889225942,10.722950809352955,15.510221839446872,0.5579402955558365,100,33.665195833581606,26.791112944355664,16.06816213500271,1.00908248378128,good,
bf62affe-cf8f-404d-b666-acee7a07403a,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:38 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,15,sample,fdc1473e-de94-4879-9a2f-62efcfd71306,11926576,,0.4923,0.5015,0.9938,0.6877,,0.6479,,0.5767,,25.8125,26.3892,25.817,0.0045000000000001705,,61.92847592532883,7.499495951441123,13.888081815720422,16.150551126971944,0.5333951805376784,100.00000000000001,38.07152407467117,30.572028123230044,16.683946307509622,1.00908248378128,good,
9086969b-0597-4699-b10e-416a90d1cfb6,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:43 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,16,sample,f612d887-0814-4943-9044-472cf135d222,12004954,,0.5069,0.4996,1.0065,0.6228,,0.5845,,0.5491,,25.2229,25.772,25.2253,0.002400000000001512,,77.72296057420553,7.2147764550841575,6.7659577151988515,8.192051324099578,0.10425393141188637,100.00000000000001,22.277039425794474,15.062262970710316,8.296305255511465,1.00908248378128,good,
4dbfdc04-8d9d-4dac-ad47-8afab581e1de,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:48 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,17,sample,9efc362b-e9b5-4067-9064-d0a6bbd1d24e,11841575,,0.5371,0.5007,1.0378,0.649,,0.6131,,0.5791,,30.3176,30.8967,30.3205,0.0029000000000003467,,78.62556461732083,6.692765438858075,6.452479040927303,8.047665612906302,0.18152528998748343,99.99999999999999,21.374435382679163,14.681669943821088,8.229190902893786,1.00908248378128,good,
4d721425-26c2-4c75-8b1c-2d1e703da651,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:52 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,18,sample,82c35737-b05f-4d46-ad78-9a098139e3f5,11755108,,0.5162,0.4994,1.0156,0.7075,,0.6703,,0.5951,,26.6137,27.2088,26.6186,0.004899999999999238,,62.632835027612465,6.989117246534391,14.732362801997995,15.047692077574615,0.5979928462805328,99.99999999999999,37.367164972387535,30.378047725853143,15.645684923855148,1.00908248378128,good,
db6a7e8c-4608-4f63-a997-edbc94582897,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:31:57 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,19,sample,d2be2cf8-f68d-4b18-a5e7-265d5e11bfa1,11929171,,0.5058,0.5028,1.0086,0.7008,,0.6511,,0.5847,,26.2578,26.8425,26.2624,0.0045999999999999375,,62.13085129207864,9.437135359871451,12.88905945057983,15.001002725792832,0.5419511716772468,100,37.86914870792136,28.43201334804991,15.54295389747008,1.00908248378128,good,
92e16db0-1850-4cf0-a594-cc4d881f8ebf,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:32:02 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,20,sample,969fa721-2df8-4705-8183-1d310d7c82ee,12013260,,0.5062,0.4988,1.005,0.7906,,0.6405,,0.521,,22.1673,22.6883,22.1695,0.0021999999999984254,,43.904882375718515,29.640765269454644,23.637716618122404,2.7517905809913694,0.06484515571306751,100.00000000000001,56.095117624281485,26.45435235482684,2.816635736704437,1.00908248378128,good,
51aabf41-8083-4555-990d-47d62d2a8588,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:32:09 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,21,sample,7d5ea5c0-418a-4d7e-9ffd-b875d7c0ba4a,11670314,,0.5069,0.5014,1.0083,0.6183,,0.584,,0.5465,,27.9895,28.536,27.9919,0.002400000000001512,,78.70042102687094,6.391109527243808,7.160495561454617,7.644094219226456,0.10387966520418514,100.00000000000003,21.299578973129066,14.908469445885258,7.747973884430641,1.00908248378128,good,
7481f25d-16b9-42ad-92c9-48b8d9ea0ea0,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:32:12 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,22,sample,094eb63d-430e-4213-8f69-2516e92100b0,11677595,,0.5142,0.5022,1.0164,0.6842,,0.6508,,0.6014,,27.711,28.3124,27.7148,0.003800000000001802,,67.07889549190244,6.195250628467164,9.514082430263102,16.834672575053855,0.37709887431343436,100,32.92110450809756,26.725853879630392,17.21177144936729,1.00908248378128,good,
d1edee66-5c6d-450e-bce4-84effbbd7dab,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:32:16 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,23,sample,527939eb-84d6-4390-9cc1-59786e22d09f,11673949,,0.5295,0.5012,1.0307,0.6574,,0.6191,,0.582,,28.4281,29.0101,28.4303,0.0021999999999984254,,75.44077716723618,7.171685082770569,7.069335725861084,10.27090127346007,0.04730075067210567,100,24.55922283276383,17.38753774999326,10.318202024132177,1.00908248378128,good,
9e645bbc-37d0-4380-8350-7a96d0b0d466,17ec9326-ae02-4b95-984c-d3399dd3711a,17ec9326-ae02-4b95-984c-d3399dd3711a,2,2018-12-21 12:10:50 EST,2019-04-10 11:32:20 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,24,sample,c350d4f5-c79b-4f8c-aa3f-639533b5d596,12007476,,0.5208,0.4997,1.0205,0.7007,,0.663,,0.5898,,34.0886,34.678399999999996,34.0932,0.00460000000000349,,64.94499850976399,7.080886159128056,14.32037721242552,13.119552918034472,0.5341852006479549,99.99999999999999,35.055001490236,27.974115331107946,13.653738118682426,1.00908248378128,good,
e451481a-ef2f-4f97-8532-3abf1cf63ecd,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:43:44 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,1,blank,,,,0.5378,,,0.5425,1.0087393082930458,0.5401,1.0042766827817033,0.541,1.0059501673484568,22.1676,22.7086,22.1693,0.0016999999999995907,0.003161026403866848,,,,,,,,,,,good,
907408c6-6c2b-4b07-8742-222c1c386ff8,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:43:48 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,2,sample,792681d7-c585-437f-8475-e0f94ff2d37d,12104735,,0.5219,0.499,1.0209000000000001,0.708,,0.6695,,0.6043,,26.2583,26.862599999999997,26.2628,0.0045000000000001705,,63.619447895418965,7.248688526178427,13.241160640358462,15.319508485173994,0.5711944528701527,100.00000000000001,36.380552104581035,29.13186357840261,15.890702938044146,1.0087393082930458,good,
158c8e1f-bddf-4f26-ad36-a1b47f06a362,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:43:52 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,3,sample,cdc54783-23f8-4dd6-b9b4-8db87d6bf421,12002118,,0.5442,0.4989,1.0431,0.7282,,0.6917,,0.6219,,34.089,34.710899999999995,34.0942,0.005200000000002092,,64.07214503368922,6.8293123264637,14.173323371663104,14.2277309075871,0.6974883605968638,100,35.92785496631077,29.098542639847068,14.925219268183964,1.0087393082930458,good,
b4d0554b-feed-40ff-b6ed-aea2541c4853,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:43:54 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,4,sample,9ab11028-1360-46f4-a650-58ba1de146b1,11844826,,0.5655,0.4988,1.0643,0.747,,0.7002,,0.6493,,25.2232,25.8725,25.228,0.004800000000003024,,64.60346408173966,8.876580848704048,10.394217225841853,15.521800480319026,0.6039373633954133,100.00000000000001,35.39653591826034,26.519955069556293,16.12573784371444,1.0087393082930458,good,
84f3b238-4e4d-41f5-89f7-b931cf551884,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:43:57 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,5,sample,90455525-a173-4846-85a2-81c2ac2cddae,11747565,,0.5497,0.4996,1.0493,0.7478,,0.7088,,0.6397,,30.3186,30.9583,30.3234,0.004799999999999471,,61.309847431682776,7.315231136191986,14.0151950493083,16.746759251953474,0.6129671308634638,100.00000000000001,38.690152568317224,31.374921432125237,17.359726382816937,1.0087393082930458,good,
1ce9165e-c0a8-48aa-b434-15f37d8408aa,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:43:59 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,6,sample,3b0d07b1-16ed-42a7-97d8-aa41978e02fb,11764307,,0.5186,0.5017,1.0203,0.7052,,0.6615,,0.5993,,26.8167,27.416,26.8211,0.004400000000000404,,63.70982764217132,8.249089577400408,12.570832987107483,14.919982361198992,0.5502674321217971,100,36.29017235782868,28.041082780428273,15.47024979332079,1.0087393082930458,good,
30a9b62d-ccc3-45e1-a21a-eab22355f16b,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:44:01 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,7,sample,7a09a366-d7dc-4314-9d95-c1e0a2f0e799,11849793,,0.5213,0.5006,1.0219,0.6252,,0.5896,,0.5559,,28.4284,28.9843,28.4305,0.0020999999999986585,,80.15497431345682,6.646750563511215,6.906190072842315,6.20176205065652,0.09032299953313438,100.00000000000001,19.845025686543185,13.19827512303197,6.292085050189654,1.0087393082930458,good,
e10c4e07-997d-47d4-ad48-cfc0b18dea7a,447c47ab-8d0f-4d59-a580-80491e96164c,447c47ab-8d0f-4d59-a580-80491e96164c,2,2018-12-21 12:10:50 EST,2019-04-10 11:44:03 EDT,etienne.laliberte@umontreal.ca,antoine.mathieu.1@umontreal.ca,8,sample,6b18daf8-5ea3-4a44-ae5a-0ca09579d4fa,12188085,,0.5403,0.5031,1.0434,0.7393,,0.6904,,0.6132,,23.2207,23.8339,23.2253,0.0045999999999999375,,61.38379015518439,9.24047772534717,15.52458431950247,13.276292416545042,0.5748553834209262,100,38.61620984481561,29.375732119468438,13.851147799965968,1.0087393082930458,good,
